INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID1', '익명작성자1', '익명타이틀1', '익명게시판본문1', 11, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID153', '익명작성자153', '익명타이틀153', '익명게시판본문153', 153153, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID154', '익명작성자154', '익명타이틀154', '익명게시판본문154', 154154, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID155', '익명작성자155', '익명타이틀155', '익명게시판본문155', 155155, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID156', '익명작성자156', '익명타이틀156', '익명게시판본문156', 156156, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID157', '익명작성자157', '익명타이틀157', '익명게시판본문157', 157157, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID158', '익명작성자158', '익명타이틀158', '익명게시판본문158', 158158, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID159', '익명작성자159', '익명타이틀159', '익명게시판본문159', 159159, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID160', '익명작성자160', '익명타이틀160', '익명게시판본문160', 160160, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID161', '익명작성자161', '익명타이틀161', '익명게시판본문161', 161161, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID162', '익명작성자162', '익명타이틀162', '익명게시판본문162', 162162, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID163', '익명작성자163', '익명타이틀163', '익명게시판본문163', 163163, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID164', '익명작성자164', '익명타이틀164', '익명게시판본문164', 164164, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID165', '익명작성자165', '익명타이틀165', '익명게시판본문165', 165165, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID166', '익명작성자166', '익명타이틀166', '익명게시판본문166', 166166, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID167', '익명작성자167', '익명타이틀167', '익명게시판본문167', 167167, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID168', '익명작성자168', '익명타이틀168', '익명게시판본문168', 168168, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID169', '익명작성자169', '익명타이틀169', '익명게시판본문169', 169169, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID170', '익명작성자170', '익명타이틀170', '익명게시판본문170', 170170, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID171', '익명작성자171', '익명타이틀171', '익명게시판본문171', 171171, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID172', '익명작성자172', '익명타이틀172', '익명게시판본문172', 172172, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID173', '익명작성자173', '익명타이틀173', '익명게시판본문173', 173173, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID174', '익명작성자174', '익명타이틀174', '익명게시판본문174', 174174, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID175', '익명작성자175', '익명타이틀175', '익명게시판본문175', 175175, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID176', '익명작성자176', '익명타이틀176', '익명게시판본문176', 176176, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID177', '익명작성자177', '익명타이틀177', '익명게시판본문177', 177177, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID178', '익명작성자178', '익명타이틀178', '익명게시판본문178', 178178, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID179', '익명작성자179', '익명타이틀179', '익명게시판본문179', 179179, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID180', '익명작성자180', '익명타이틀180', '익명게시판본문180', 180180, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID181', '익명작성자181', '익명타이틀181', '익명게시판본문181', 181181, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID182', '익명작성자182', '익명타이틀182', '익명게시판본문182', 182182, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID183', '익명작성자183', '익명타이틀183', '익명게시판본문183', 183183, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID184', '익명작성자184', '익명타이틀184', '익명게시판본문184', 184184, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID185', '익명작성자185', '익명타이틀185', '익명게시판본문185', 185185, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID186', '익명작성자186', '익명타이틀186', '익명게시판본문186', 186186, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID187', '익명작성자187', '익명타이틀187', '익명게시판본문187', 187187, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID188', '익명작성자188', '익명타이틀188', '익명게시판본문188', 188188, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID189', '익명작성자189', '익명타이틀189', '익명게시판본문189', 189189, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID190', '익명작성자190', '익명타이틀190', '익명게시판본문190', 190190, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID191', '익명작성자191', '익명타이틀191', '익명게시판본문191', 191191, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID192', '익명작성자192', '익명타이틀192', '익명게시판본문192', 192192, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID193', '익명작성자193', '익명타이틀193', '익명게시판본문193', 193193, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID194', '익명작성자194', '익명타이틀194', '익명게시판본문194', 194194, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID195', '익명작성자195', '익명타이틀195', '익명게시판본문195', 195195, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID196', '익명작성자196', '익명타이틀196', '익명게시판본문196', 196196, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID197', '익명작성자197', '익명타이틀197', '익명게시판본문197', 197197, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID198', '익명작성자198', '익명타이틀198', '익명게시판본문198', 198198, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID199', '익명작성자199', '익명타이틀199', '익명게시판본문199', 199199, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID200', '익명작성자200', '익명타이틀200', '익명게시판본문200', 200200, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID201', '익명작성자201', '익명타이틀201', '익명게시판본문201', 201201, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID202', '익명작성자202', '익명타이틀202', '익명게시판본문202', 202202, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID203', '익명작성자203', '익명타이틀203', '익명게시판본문203', 203203, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID204', '익명작성자204', '익명타이틀204', '익명게시판본문204', 204204, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID205', '익명작성자205', '익명타이틀205', '익명게시판본문205', 205205, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID206', '익명작성자206', '익명타이틀206', '익명게시판본문206', 206206, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID207', '익명작성자207', '익명타이틀207', '익명게시판본문207', 207207, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID208', '익명작성자208', '익명타이틀208', '익명게시판본문208', 208208, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID209', '익명작성자209', '익명타이틀209', '익명게시판본문209', 209209, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID210', '익명작성자210', '익명타이틀210', '익명게시판본문210', 210210, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID211', '익명작성자211', '익명타이틀211', '익명게시판본문211', 211211, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID212', '익명작성자212', '익명타이틀212', '익명게시판본문212', 212212, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID213', '익명작성자213', '익명타이틀213', '익명게시판본문213', 213213, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID214', '익명작성자214', '익명타이틀214', '익명게시판본문214', 214214, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID215', '익명작성자215', '익명타이틀215', '익명게시판본문215', 215215, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID216', '익명작성자216', '익명타이틀216', '익명게시판본문216', 216216, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID217', '익명작성자217', '익명타이틀217', '익명게시판본문217', 217217, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID218', '익명작성자218', '익명타이틀218', '익명게시판본문218', 218218, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID219', '익명작성자219', '익명타이틀219', '익명게시판본문219', 219219, 'A');
